Identifier;Portfolio;AssetClass;Country;AssetID;Nominal;TVPercent;TV;MacaulayDuration;Duration;DollarRateConvexity1pc;RateDelta1bp;SpreadDelta1bp;FXDelta;InflationDelta1bp;Counterparty;ISIN;Market;Variable;Type;Unit;T0;Day 2;shock_std;Comment;Effect;Method
FR0128962497;900200;Bond;Luxembourg;NEUCP ARCMIT 030325 030425;20000000.0;2.5669806458563897;19994605.75683446;0.0083333333407781;0.008514192839904611;15.936074682100465;-16.434733019848487;-16.434733019848487;0.0;0.0;;FR0128962497;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;-1150.431311389394;SpreadDelta1bp × shock_bps
FR0129101236;900200;Bond;Luxembourg;NEUCP ARCMIT 060325 070425;10000000.0;1.2831144892754751;9993718.255659616;0.019444444460337;0.019407700223899794;18.7934667829838;-19.168240671424478;-19.168240671424478;0.0;0.0;;FR0129101236;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-958.4120335712239;RateDelta1bp × shock_bps
FR0129101236;900200;Bond;Luxembourg;NEUCP ARCMIT 060325 070425;10000000.0;1.2831144892754751;9993718.255659616;0.019444444460337;0.019407700223899794;18.7934667829838;-19.168240671424478;-19.168240671424478;0.0;0.0;;FR0129101236;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;-1341.7768469997134;SpreadDelta1bp × shock_bps
XS2189964773;900200;Bond;Netherlands;ACHMEA BV (EUR 0.010, 16-Jun-2025);14300000.0;1.8264128574935257;14207402.920218317;0.2062288660595193;0.2144459159784099;345.8821359324088;-300.1293622780855;-300.1293622780855;0.0;0.0;;XS2189964773;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-15006.468113904277;RateDelta1bp × shock_bps
XS2189964773;900200;Bond;Netherlands;ACHMEA BV (EUR 0.010, 16-Jun-2025);14300000.0;1.8264128574935257;14207402.920218317;0.2062288660595193;0.2144459159784099;345.8821359324088;-300.1293622780855;-300.1293622780855;0.0;0.0;;XS2189964773;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0;80;0.008;Spread vs. swap rate;-24010.34898224684;SpreadDelta1bp × shock_bps
XS3003295519;900200;Bond;Netherlands;KONINKLIJKE KPN NV (EUR 3.375, 17-Feb-2035);5900000.0;0.7334791134835666;5428989.463311577;8.413752106247971;9.246100015189176;45621.13060737734;-4741.225839784203;-4741.225839784203;0.0;0.0;;XS3003295519;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-237061.29198921018;RateDelta1bp × shock_bps
XS3003295519;900200;Bond;Netherlands;KONINKLIJKE KPN NV (EUR 3.375, 17-Feb-2035);5900000.0;0.7334791134835666;5428989.463311577;8.413752106247971;9.246100015189176;45621.13060737734;-4741.225839784203;-4741.225839784203;0.0;0.0;;XS3003295519;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;-331885.80878489424;SpreadDelta1bp × shock_bps
XS3037682112;900200;Bond;Netherlands;AKZO NOBEL NV (EUR 4.000, 31-Mar-2035);12700000.0;1.6286638459206129;12059451.288177742;8.333857623135737;10.513128012778498;99989.61611651939;-10451.445197037714;-10451.445197037714;0.0;0.0;;XS3037682112;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-522572.2598518857;RateDelta1bp × shock_bps
XS3037682112;900200;Bond;Netherlands;AKZO NOBEL NV (EUR 4.000, 31-Mar-2035);12700000.0;1.6286638459206129;12059451.288177742;8.333857623135737;10.513128012778498;99989.61611651939;-10451.445197037714;-10451.445197037714;0.0;0.0;;XS3037682112;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;-731601.16379264;SpreadDelta1bp × shock_bps
PTCGDNOM0026;900200;Bond;Portugal;CAIXA GERAL DE DEPOSITOS (EUR 2.875, 15-Jun-2026);3000000.0;0.3938990114274114;3064083.754264061;0.2082191783000463;0.20428876386592892;72.98238013928454;-64.7283327078179;-64.7283327078179;0.0;0.0;;PTCGDNOM0026;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-3236.416635390895;RateDelta1bp × shock_bps
PTCGDNOM0026;900200;Bond;Portugal;CAIXA GERAL DE DEPOSITOS (EUR 2.875, 15-Jun-2026);3000000.0;0.3938990114274114;3064083.754264061;0.2082191783000463;0.20428876386592892;72.98238013928454;-64.7283327078179;-64.7283327078179;0.0;0.0;;PTCGDNOM0026;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0;80;0.008;Spread vs. swap rate;-5178.266616625432;SpreadDelta1bp × shock_bps
ES0813211028;900200;Bond;Spain;BANCO BILBAO VIZCAYA ARGENTARIA SA (EUR 6.000, Perpetual);10000000.0;1.3175365139554422;10167843.60309043;0.7699333533009205;0.7819386049235315;801.5036634389886;-792.9699742464397;-792.9699742464397;0.0;0.0;;ES0813211028;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-39648.49871232198;RateDelta1bp × shock_bps
ES0813211028;900200;Bond;Spain;BANCO BILBAO VIZCAYA ARGENTARIA SA (EUR 6.000, Perpetual);10000000.0;1.3175365139554422;10167843.60309043;0.7699333533009205;0.7819386049235315;801.5036634389886;-792.9699742464397;-792.9699742464397;0.0;0.0;;ES0813211028;Corp Spreads Europe;ITRAXX_SUB_FI;absolute;bps;0;190;0.019;Spread vs. swap rate;-150664.29510682356;SpreadDelta1bp × shock_bps
XS1808351214;900200;Bond;Spain;CAIXABANK (EUR 2.250, 17-Apr-2030);37700000.0;4.9408907495847485;38465742.78162464;0.0465753425042117;0.04940014791725934;175.27127904592948;-179.2557010733722;-179.2557010733722;0.0;0.0;;XS1808351214;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-8962.78505366861;RateDelta1bp × shock_bps
XS1808351214;900200;Bond;Spain;CAIXABANK (EUR 2.250, 17-Apr-2030);37700000.0;4.9408907495847485;38465742.78162464;0.0465753425042117;0.04940014791725934;175.27127904592948;-179.2557010733722;-179.2557010733722;0.0;0.0;;XS1808351214;Corp Spreads Europe;ITRAXX_SUB_FI;absolute;bps;0;190;0.019;Spread vs. swap rate;-34058.58320394072;SpreadDelta1bp × shock_bps
XS2286011528;900200;Bond;Spain;BANCO DE SABADELL SA (EUR 2.500, 15-Apr-2031);15000000.0;1.9525663961707465;15095076.972908733;0.0667651640910032;0.07024488484323599;297.62659004006764;-95.52263776494225;-1180.252655189818;0.0;0.0;;XS2286011528;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-4776.131888247112;RateDelta1bp × shock_bps
XS2286011528;900200;Bond;Spain;BANCO DE SABADELL SA (EUR 2.500, 15-Apr-2031);15000000.0;1.9525663961707465;15095076.972908733;0.0667651640910032;0.07024488484323599;297.62659004006764;-95.52263776494225;-1180.252655189818;0.0;0.0;;XS2286011528;Corp Spreads Europe;ITRAXX_SUB_FI;absolute;bps;0;190;0.019;Spread vs. swap rate;-224248.00448606542;SpreadDelta1bp × shock_bps
XS2538366878;900200;Bond;Spain;BANCO SANTANDER SA (EUR 3.625, 27-Sep-2026);30000000.0;3.9390655579100535;30584050.46861433;0.4931506856566574;0.5338078011614154;2142.638333397119;-1529.97171250596;-1529.97171250596;0.0;0.0;;XS2538366878;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-76498.585625298;RateDelta1bp × shock_bps
XS2538366878;900200;Bond;Spain;BANCO SANTANDER SA (EUR 3.625, 27-Sep-2026);30000000.0;3.9390655579100535;30584050.46861433;0.4931506856566574;0.5338078011614154;2142.638333397119;-1529.97171250596;-1529.97171250596;0.0;0.0;;XS2538366878;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0;80;0.008;Spread vs. swap rate;-122397.7370004768;SpreadDelta1bp × shock_bps
XS3004055177;900200;Bond;Spain;BANCO DE SABADELL SA (EUR 3.375, 18-Feb-2033);6300000.0;0.786569029774529;5879413.793688899;6.225696627792357;6.665576060205796;26942.786536082687;-3809.155545885264;-3809.155545885264;0.0;0.0;;XS3004055177;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-190457.77729426321;RateDelta1bp × shock_bps
XS3004055177;900200;Bond;Spain;BANCO DE SABADELL SA (EUR 3.375, 18-Feb-2033);6300000.0;0.786569029774529;5879413.793688899;6.225696627792357;6.665576060205796;26942.786536082687;-3809.155545885264;-3809.155545885264;0.0;0.0;;XS3004055177;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0;80;0.008;Spread vs. swap rate;-304732.44367082114;SpreadDelta1bp × shock_bps
CH1142231682;900200;Bond;Switzerland;UBS AG (EUR 0.250, 3-Nov-2026);35000000.0;4.432385071771567;34392806.85798973;0.5945205489162556;0.6561161144415298;3100.1787247612046;-2052.655285200417;-2052.655285200417;0.0;0.0;;CH1142231682;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-102632.76426002085;RateDelta1bp × shock_bps
CH1142231682;900200;Bond;Switzerland;UBS AG (EUR 0.250, 3-Nov-2026);35000000.0;4.432385071771567;34392806.85798973;0.5945205489162556;0.6561161144415298;3100.1787247612046;-2052.655285200417;-2052.655285200417;0.0;0.0;;CH1142231682;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0;80;0.008;Spread vs. swap rate;-164212.42281603336;SpreadDelta1bp × shock_bps
CH1174335732;900200;Bond;Switzerland;UBS AG (EUR 2.125, 13-Oct-2026);40000000.0;5.1663609000264055;40103095.07494677;0.5369863021949394;0.6007733105281179;3141.4968403972584;-2161.024132091072;-2161.024132091072;0.0;0.0;;CH1174335732;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-108051.20660455359;RateDelta1bp × shock_bps
CH1174335732;900200;Bond;Switzerland;UBS AG (EUR 2.125, 13-Oct-2026);40000000.0;5.1663609000264055;40103095.07494677;0.5369863021949394;0.6007733105281179;3141.4968403972584;-2161.024132091072;-2161.024132091072;0.0;0.0;;CH1174335732;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0;80;0.008;Spread vs. swap rate;-172881.93056728574;SpreadDelta1bp × shock_bps
XS3025207807;900200;Bond;Switzerland;SWISS RE LTD (EUR 3.890, 26-Mar-2033);1625000.0;0.2076812567822683;1500317.819574219;6.04752674119393;5.984745009770027;6742.8716038625225;-978.5258756947976;-978.5258756947976;0.0;0.0;;XS3025207807;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-48926.29378473988;RateDelta1bp × shock_bps
XS3025207807;900200;Bond;Switzerland;SWISS RE LTD (EUR 3.890, 26-Mar-2033);1625000.0;0.2076812567822683;1500317.819574219;6.04752674119393;5.984745009770027;6742.8716038625225;-978.5258756947976;-978.5258756947976;0.0;0.0;;XS3025207807;Corp Spreads Europe;ITRAXX_SUB_FI;absolute;bps;0;190;0.019;Spread vs. swap rate;-185919.91638201155;SpreadDelta1bp × shock_bps
XS2183818637;900200;Bond;United Kingdom;STANDARD CHARTERED PLC (EUR 2.500, 9-Sep-2030);20200000.0;2.6227954071737143;20321550.340484615;0.4438356170535247;0.46150083285153426;1232.7755212140703;-906.7722762214393;-906.7722762214393;0.0;0.0;;XS2183818637;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-45338.61381107196;RateDelta1bp × shock_bps
XS2183818637;900200;Bond;United Kingdom;STANDARD CHARTERED PLC (EUR 2.500, 9-Sep-2030);20200000.0;2.6227954071737143;20321550.340484615;0.4438356170535247;0.46150083285153426;1232.7755212140703;-906.7722762214393;-906.7722762214393;0.0;0.0;;XS2183818637;Corp Spreads Europe;ITRAXX_SUB_FI;absolute;bps;0;190;0.019;Spread vs. swap rate;-172286.73248207345;SpreadDelta1bp × shock_bps
XS2487667276;900200;Bond;United Kingdom;BARCLAYS BANK PLC (EUR 2.885, 31-Jan-2027);6000000.0;0.7750191326266564;6003927.794035654;0.8383561661127655;0.8384188130014624;882.2493801531004;-509.4269832238694;-509.4269832238694;0.0;0.0;;XS2487667276;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-25471.34916119347;RateDelta1bp × shock_bps
XS2487667276;900200;Bond;United Kingdom;BARCLAYS BANK PLC (EUR 2.885, 31-Jan-2027);6000000.0;0.7750191326266564;6003927.794035654;0.8383561661127655;0.8384188130014624;882.2493801531004;-509.4269832238694;-509.4269832238694;0.0;0.0;;XS2487667276;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0;80;0.008;Spread vs. swap rate;-40754.15865790955;SpreadDelta1bp × shock_bps
XS2710354544;900200;Bond;United Kingdom;NATIONWIDE BUILDING SOC (EUR 4.500, 1-Nov-2026);20000000.0;2.6905144475323173;20746768.35987995;1.5467370571928056;1.7060109656494578;7926.3916319405325;-3247.610058748854;-3247.610058748854;0.0;0.0;;XS2710354544;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-162380.5029374427;RateDelta1bp × shock_bps
XS2710354544;900200;Bond;United Kingdom;NATIONWIDE BUILDING SOC (EUR 4.500, 1-Nov-2026);20000000.0;2.6905144475323173;20746768.35987995;1.5467370571928056;1.7060109656494578;7926.3916319405325;-3247.610058748854;-3247.610058748854;0.0;0.0;;XS2710354544;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0;80;0.008;Spread vs. swap rate;-259808.80469990833;SpreadDelta1bp × shock_bps
XS3011736108;900200;Bond;United Kingdom;UNITED UTILITIES WATER PLC (EUR 3.500, 27-Feb-2033);3500000.0;0.4403470364951632;3289747.0769368093;6.919155486185748;7.1285325255351735;18587.186136464014;-2339.210818179095;-2339.210818179095;0.0;0.0;;XS3011736108;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-116960.54090895475;RateDelta1bp × shock_bps
XS3011736108;900200;Bond;United Kingdom;UNITED UTILITIES WATER PLC (EUR 3.500, 27-Feb-2033);3500000.0;0.4403470364951632;3289747.0769368093;6.919155486185748;7.1285325255351735;18587.186136464014;-2339.210818179095;-2339.210818179095;0.0;0.0;;XS3011736108;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;-163744.75727253666;SpreadDelta1bp × shock_bps
XS2052337503;900200;Bond;United States;FORD MOTOR CREDIT CO (EUR 2.330, 25-Nov-2025);16000000.0;2.062547709977496;15892710.616392652;0.6547945216774717;0.6772472266388339;1643.2229798462545;-1052.012036154409;-1052.012036154409;0.0;0.0;;XS2052337503;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-52600.60180772046;RateDelta1bp × shock_bps
XS2052337503;900200;Bond;United States;FORD MOTOR CREDIT CO (EUR 2.330, 25-Nov-2025);16000000.0;2.062547709977496;15892710.616392652;0.6547945216774717;0.6772472266388339;1643.2229798462545;-1052.012036154409;-1052.012036154409;0.0;0.0;;XS2052337503;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0;280;0.028;Spread vs. swap rate;-294563.3701232345;SpreadDelta1bp × shock_bps
XS2462324232;900200;Bond;United States;BANK OF AMERICA CORPORATION (EUR 1.949, 27-Oct-2026);30000000.0;3.8668659729174975;30008452.60829984;0.5753424666744049;0.6249915558588678;2588.887104613201;-1732.9946368592048;-1732.9946368592048;0.0;0.0;;XS2462324232;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-86649.73184296025;RateDelta1bp × shock_bps
XS2462324232;900200;Bond;United States;BANK OF AMERICA CORPORATION (EUR 1.949, 27-Oct-2026);30000000.0;3.8668659729174975;30008452.60829984;0.5753424666744049;0.6249915558588678;2588.887104613201;-1732.9946368592048;-1732.9946368592048;0.0;0.0;;XS2462324232;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0;80;0.008;Spread vs. swap rate;-138639.5709487364;SpreadDelta1bp × shock_bps
XS3037678862;900200;Bond;United States;AT&T INC (EUR 4.050, 1-Jun-2037);7300000.0;0.9331715854562538;6849004.052374885;9.736586357345702;11.326224958004548;78865.48817544717;-6999.515793856599;-6999.515793856599;0.0;0.0;;XS3037678862;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-349975.78969282995;RateDelta1bp × shock_bps
XS3037678862;900200;Bond;United States;AT&T INC (EUR 4.050, 1-Jun-2037);7300000.0;0.9331715854562538;6849004.052374885;9.736586357345702;11.326224958004548;78865.48817544717;-6999.515793856599;-6999.515793856599;0.0;0.0;;XS3037678862;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;-489966.10556996195;SpreadDelta1bp × shock_bps
OEM25 Cmdty;900200;Bond Future;Germany;Euro-Bobl (Jun 25);-8200000.0;0.0;0.0;;-0.6623044746629476;-26492.178986517905;4663.341374315973;4663.341374315973;0.0;0.0;;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;233167.06871579864;RateDelta1bp × shock_bps
OEM25 Cmdty;900200;Bond Future;Germany;Euro-Bobl (Jun 25);-8200000.0;0.0;0.0;;-0.6623044746629476;-26492.178986517905;4663.341374315973;4663.341374315973;0.0;0.0;;;Gov Spreads;Low risk countries;absolute;bps;0;30;0.003;Spread vs. swap rate;139900.24122947917;SpreadDelta1bp × shock_bps
RXM25 Cmdty;900200;Bond Future;Germany;Euro-Bund (Jun 25);-32700000.0;0.0;0.0;;-7.806751497317378;-312270.0598926951;34298.38291090963;34298.38291090963;0.0;0.0;;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;1714919.1455454817;RateDelta1bp × shock_bps
RXM25 Cmdty;900200;Bond Future;Germany;Euro-Bund (Jun 25);-32700000.0;0.0;0.0;;-7.806751497317378;-312270.0598926951;34298.38291090963;34298.38291090963;0.0;0.0;;;Gov Spreads;Low risk countries;absolute;bps;0;30;0.003;Spread vs. swap rate;1028951.487327289;SpreadDelta1bp × shock_bps
DUM25 Cmdty;900200;Bond Future;Germany;Euro-Schatz (Jun 25);-500000.0;0.0;0.0;;-0.007262713202245935;-290.5085280898374;103.08438550142183;103.08438550142183;0.0;0.0;;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;5154.219275071092;RateDelta1bp × shock_bps
DUM25 Cmdty;900200;Bond Future;Germany;Euro-Schatz (Jun 25);-500000.0;0.0;0.0;;-0.007262713202245935;-290.5085280898374;103.08438550142183;103.08438550142183;0.0;0.0;;;Gov Spreads;Low risk countries;absolute;bps;0;30;0.003;Spread vs. swap rate;3092.531565042655;SpreadDelta1bp × shock_bps
IKM25 Cmdty;900200;Bond Future;Italy;Euro-BTP-Italy-10yr (Jun 25);-2600000.0;0.0;0.0;;-0.49689926248057;-19875.9704992228;2311.046857105304;2311.046857105304;0.0;0.0;;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;115552.34285526519;RateDelta1bp × shock_bps
IKM25 Cmdty;900200;Bond Future;Italy;Euro-BTP-Italy-10yr (Jun 25);-2600000.0;0.0;0.0;;-0.49689926248057;-19875.9704992228;2311.046857105304;2311.046857105304;0.0;0.0;;;Gov Spreads;High risk countries;absolute;bps;0;70;0.007;Spread vs. swap rate;161773.27999737128;SpreadDelta1bp × shock_bps
BTSM25 Cmdty;900200;Bond Future;Italy;Short-Euro-BTP-Italy-03yr (Jun 25);-4300000.0;0.0;0.0;;-0.06962579674741762;-2785.0318698967044;1029.9953029925643;1029.9953029925643;0.0;0.0;;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;51499.76514962822;RateDelta1bp × shock_bps
BTSM25 Cmdty;900200;Bond Future;Italy;Short-Euro-BTP-Italy-03yr (Jun 25);-4300000.0;0.0;0.0;;-0.06962579674741762;-2785.0318698967044;1029.9953029925643;1029.9953029925643;0.0;0.0;;;Gov Spreads;High risk countries;absolute;bps;0;70;0.007;Spread vs. swap rate;72099.67120947951;SpreadDelta1bp × shock_bps
2I667K.S43.5Y;900200;CDS Index;Europe;ITRAXX.EUROPE CROSSOVER.S43.V1 5Y;-14450000.0;-0.1408102957689092;-110957.37011748517;;2.5007031065629013;0.0;274.28888763722927;6993.08912922159;0.0;0.0;;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;13714.444381861464;RateDelta1bp × shock_bps
2I667K.S43.5Y;900200;CDS Index;Europe;ITRAXX.EUROPE CROSSOVER.S43.V1 5Y;-14450000.0;-0.1408102957689092;-110957.37011748517;;2.5007031065629013;0.0;274.28888763722927;6993.08912922159;0.0;0.0;;;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0;280;0.028;Spread vs. swap rate;1958064.9561820452;SpreadDelta1bp × shock_bps
2I667D.S43.5Y;900200;CDS Index;Europe;ITRAXX.EUROPE SENIOR FINANCIALS.S43.V1 5Y;142875000.0;0.2779538269099523;-715406.216750863;;2.6114700433279023;0.0;-565.4176680063538;-71660.06288770869;0.0;0.0;;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-28270.88340031769;RateDelta1bp × shock_bps
2I667D.S43.5Y;900200;CDS Index;Europe;ITRAXX.EUROPE SENIOR FINANCIALS.S43.V1 5Y;142875000.0;0.2779538269099523;-715406.216750863;;2.6114700433279023;0.0;-565.4176680063538;-71660.06288770869;0.0;0.0;;;Corp Spreads Europe;ITRAXX_SE_FI;absolute;bps;0;80;0.008;Spread vs. swap rate;-5732805.031016694;SpreadDelta1bp × shock_bps
2I667E.S43.5Y;900200;CDS Index;Europe;ITRAXX.EUROPE SUB FINANCIALS.S43.V1 5Y;-24500000.0;0.0309032307715085;1368012.740021864;;2.7161501589237877;0.0;-65.38367536522775;11883.425883039254;0.0;0.0;;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-3269.1837682613873;RateDelta1bp × shock_bps
2I667E.S43.5Y;900200;CDS Index;Europe;ITRAXX.EUROPE SUB FINANCIALS.S43.V1 5Y;-24500000.0;0.0309032307715085;1368012.740021864;;2.7161501589237877;0.0;-65.38367536522775;11883.425883039254;0.0;0.0;;;Corp Spreads Europe;ITRAXX_SUB_FI;absolute;bps;0;190;0.019;Spread vs. swap rate;2257850.917777458;SpreadDelta1bp × shock_bps
2I666V.S43.5Y;900200;CDS Index;Europe;ITRAXX.EUROPE.S43.V1 5Y;-221550000.0;-0.5065779518534878;-47366.46400158713;;2.6204898071851663;0.0;1034.0473535251772;110651.15065299276;0.0;0.0;;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;51702.36767625886;RateDelta1bp × shock_bps
2I666V.S43.5Y;900200;CDS Index;Europe;ITRAXX.EUROPE.S43.V1 5Y;-221550000.0;-0.5065779518534878;-47366.46400158713;;2.6204898071851663;0.0;1034.0473535251772;110651.15065299276;0.0;0.0;;;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;7745580.545709493;SpreadDelta1bp × shock_bps
CSH_CAD_DB;900200;Cash;Not Classified;CAD;0.1415084160361582;1.8166472294615245e-08;0.1415084160361582;0.0;0.0;0.0;0.0;0.0;0.0014150841603615;0.0;;;;;;;;;;;0.0;
CSH_CHF_DB;900200;Cash;Not Classified;CHF;23.239341306453824;2.9834045339107357e-06;23.239341306453824;0.0;0.0;0.0;0.0;0.0;0.2323934130645382;0.0;;;;;;;;;;;0.0;
CSH_EUR_DB;900200;Cash;Not Classified;EUR;18303574.630000003;2.349763997947332;18303574.630000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;0.0;
CSH_GBP_DB;900200;Cash;Not Classified;GBP;6986.8624907424555;0.0008969547354125;6985.11577511977;0.0;0.0;0.0;0.0;0.0;69.86862490742455;0.0;;;FX;EURGBP;relative;%;0;-5;-0.05;;-3.4934312453712275;FXDelta × shock_dec
CSH_USD_DB;900200;Cash;Not Classified;USD;380599.0742455101;0.0488602920682157;380503.92447694874;0.0;0.0;0.0;0.0;0.0;3805.9907424551006;0.0;;;FX;EURUSD;relative;%;0;-5;-0.05;;-190.29953712275505;FXDelta × shock_dec
CDSB100001026;900200;Credit Default Swap;Denmark;CDS TELDAN 20/12/2026 VP CRED_SUIS_SEC_ES;5000000.0;0.053413438833432;287212.8203477302;;0.9670801731875956;0.0;-40.23691613778968;-913.1945584135715;0.0;0.0;MSESE;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-2011.8458068894838;RateDelta1bp × shock_bps
CDSB100001026;900200;Credit Default Swap;Denmark;CDS TELDAN 20/12/2026 VP CRED_SUIS_SEC_ES;5000000.0;0.053413438833432;287212.8203477302;;0.9670801731875956;0.0;-40.23691613778968;-913.1945584135715;0.0;0.0;MSESE;;Corp Spreads Europe;ITRAXX_HY;absolute;bps;0;280;0.028;Spread vs. swap rate;-255694.47635580003;SpreadDelta1bp × shock_bps
CDSB100001112;900200;Credit Default Swap;France;CDS EDF 20/06/2027 VP JP_MORGAN_DE;15000000.0;0.0255455898261776;82484.48464126926;;1.2029920684948183;0.0;-23.93813806678136;-3311.5825773415327;0.0;0.0;JPMSE;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-1196.9069033390679;RateDelta1bp × shock_bps
CDSB100001112;900200;Credit Default Swap;France;CDS EDF 20/06/2027 VP JP_MORGAN_DE;15000000.0;0.0255455898261776;82484.48464126926;;1.2029920684948183;0.0;-23.93813806678136;-3311.5825773415327;0.0;0.0;JPMSE;;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;-231810.78041390728;SpreadDelta1bp × shock_bps
CDSB100001684;900200;Credit Default Swap;France;CDS ORANAA 20/06/2028 VP MORGAN_STAN_DE;17500000.0;0.0565453400057823;241906.42606595196;;1.7002470826601994;0.0;-74.88943033951215;-5619.525172442138;0.0;0.0;MSESE;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;-3744.4715169756073;RateDelta1bp × shock_bps
CDSB100001684;900200;Credit Default Swap;France;CDS ORANAA 20/06/2028 VP MORGAN_STAN_DE;17500000.0;0.0565453400057823;241906.42606595196;;1.7002470826601994;0.0;-74.88943033951215;-5619.525172442138;0.0;0.0;MSESE;;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;-393366.76207094966;SpreadDelta1bp × shock_bps
CDSB100001504;900200;Credit Default Swap;Germany;CDS BMW 20/12/2027 AP JP_MORGAN_DE;-21000000.0;-0.0451412471562361;-151948.8714420802;;1.4496760514865716;0.0;50.974877044460136;5668.748323021944;0.0;0.0;JPMSE;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;2548.743852223007;RateDelta1bp × shock_bps
CDSB100001504;900200;Credit Default Swap;Germany;CDS BMW 20/12/2027 AP JP_MORGAN_DE;-21000000.0;-0.0451412471562361;-151948.8714420802;;1.4496760514865716;0.0;50.974877044460136;5668.748323021944;0.0;0.0;JPMSE;;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;396812.3826115361;SpreadDelta1bp × shock_bps
CDSB100001851;900200;Credit Default Swap;Germany;CDS MERCEGR 20/06/2028 AP SOGE_FR;-21500000.0;-0.0500633288143585;-149216.06907764438;;1.6909946656174992;0.0;65.943748401371;6831.586035140955;0.0;0.0;SGCIB;;Interest rates;EU Rates;absolute;bps;0;50;0.005;Parallell shift;3297.1874200685497;RateDelta1bp × shock_bps
CDSB100001851;900200;Credit Default Swap;Germany;CDS MERCEGR 20/06/2028 AP SOGE_FR;-21500000.0;-0.0500633288143585;-149216.06907764438;;1.6909946656174992;0.0;65.943748401371;6831.586035140955;0.0;0.0;SGCIB;;Corp Spreads Europe;ITRAXX_IG;absolute;bps;0;70;0.007;Spread vs. swap rate;478211.0224598668;SpreadDelta1bp × shock_bps
